,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,y
10146,29,services,married,professional.course,unknown,no,no,telephone,jun,thu,46,1,0,nonexistent,no
10147,55,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,thu,270,1,0,nonexistent,no
10148,34,technician,married,professional.course,no,no,no,telephone,jun,thu,317,1,0,nonexistent,no
10149,32,technician,married,university.degree,no,no,no,telephone,jun,thu,281,1,0,nonexistent,no
10150,46,entrepreneur,married,professional.course,no,yes,no,telephone,jun,thu,410,1,0,nonexistent,no
10151,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,186,2,0,nonexistent,no
10152,54,technician,married,university.degree,unknown,no,no,telephone,jun,thu,322,2,0,nonexistent,no
10153,44,management,divorced,university.degree,no,yes,yes,telephone,jun,thu,37,3,0,nonexistent,no
10154,52,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,283,3,0,nonexistent,no
10155,49,technician,married,professional.course,no,yes,yes,telephone,jun,thu,88,2,0,nonexistent,no
10156,35,technician,divorced,professional.course,no,yes,no,telephone,jun,thu,312,2,0,nonexistent,no
10157,43,entrepreneur,married,high.school,no,no,no,telephone,jun,thu,1141,6,0,nonexistent,yes
10158,59,entrepreneur,divorced,high.school,unknown,yes,no,telephone,jun,thu,1268,2,0,nonexistent,yes
10159,36,services,married,high.school,no,yes,yes,telephone,jun,thu,602,2,0,nonexistent,no
10160,39,services,single,high.school,no,yes,no,telephone,jun,thu,1178,3,0,nonexistent,no
10161,36,self-employed,divorced,university.degree,no,yes,no,telephone,jun,thu,130,2,0,nonexistent,no
10162,44,admin.,single,university.degree,no,yes,no,telephone,jun,thu,541,17,0,nonexistent,yes
10163,44,management,married,high.school,no,yes,no,telephone,jun,thu,226,3,0,nonexistent,no
10164,37,blue-collar,married,basic.4y,no,no,yes,telephone,jun,thu,640,3,0,nonexistent,no
10165,41,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,340,2,0,nonexistent,no
10166,41,management,married,university.degree,unknown,yes,no,telephone,jun,thu,230,7,0,nonexistent,no
10167,52,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,159,2,0,nonexistent,no
10168,45,blue-collar,single,basic.6y,no,no,no,telephone,jun,thu,138,2,0,nonexistent,no
10169,30,technician,single,professional.course,no,unknown,unknown,telephone,jun,thu,773,4,0,nonexistent,no
10170,48,management,married,university.degree,no,yes,no,telephone,jun,thu,298,3,0,nonexistent,no
10171,43,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,1618,2,0,nonexistent,yes
10172,48,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,361,2,0,nonexistent,no
10173,40,blue-collar,married,unknown,no,no,no,telephone,jun,thu,100,4,0,nonexistent,no
10174,29,blue-collar,married,high.school,unknown,no,no,telephone,jun,thu,124,2,0,nonexistent,no
10175,50,admin.,married,university.degree,unknown,yes,no,telephone,jun,thu,153,6,0,nonexistent,no
10176,49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,67,3,0,nonexistent,no
10177,44,services,married,high.school,no,yes,no,telephone,jun,thu,462,3,0,nonexistent,no
10178,49,technician,married,professional.course,no,yes,no,telephone,jun,thu,320,2,0,nonexistent,no
10179,38,management,single,university.degree,no,yes,no,telephone,jun,thu,69,3,0,nonexistent,no
10180,39,admin.,married,high.school,unknown,yes,no,telephone,jun,thu,71,6,0,nonexistent,no
10181,43,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,thu,190,2,0,nonexistent,no
10182,30,entrepreneur,married,university.degree,unknown,yes,no,telephone,jun,thu,204,3,0,nonexistent,no
10183,41,admin.,married,basic.9y,unknown,yes,no,telephone,jun,thu,85,2,0,nonexistent,no
10184,25,admin.,single,high.school,no,yes,no,telephone,jun,thu,1243,7,0,nonexistent,yes
10185,47,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,130,3,0,nonexistent,no
10186,54,blue-collar,divorced,unknown,unknown,yes,no,telephone,jun,thu,339,3,0,nonexistent,no
10187,36,services,married,high.school,no,no,no,telephone,jun,thu,316,2,0,nonexistent,no
10188,33,entrepreneur,married,university.degree,no,no,yes,telephone,jun,thu,166,2,0,nonexistent,no
10189,34,technician,married,professional.course,no,no,no,telephone,jun,thu,168,8,0,nonexistent,no
10190,36,technician,married,professional.course,no,no,yes,telephone,jun,thu,247,2,0,nonexistent,no
10191,57,technician,married,basic.4y,unknown,no,no,telephone,jun,thu,243,2,0,nonexistent,no
10192,37,technician,single,high.school,unknown,unknown,unknown,telephone,jun,thu,227,2,0,nonexistent,no
10193,38,admin.,married,university.degree,no,yes,no,telephone,jun,thu,153,6,0,nonexistent,no
10194,41,admin.,married,professional.course,unknown,yes,no,telephone,jun,thu,122,2,0,nonexistent,no
10195,53,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,232,2,0,nonexistent,no
10196,39,unemployed,single,basic.6y,no,no,no,telephone,jun,thu,238,2,0,nonexistent,no
10197,47,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,211,2,0,nonexistent,no
10198,33,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,111,8,0,nonexistent,no
10199,34,admin.,single,high.school,no,yes,no,telephone,jun,thu,161,2,0,nonexistent,no
10200,32,admin.,single,university.degree,unknown,no,no,telephone,jun,thu,188,4,0,nonexistent,no
10201,33,technician,married,university.degree,unknown,no,no,telephone,jun,thu,67,4,0,nonexistent,no
10202,38,admin.,married,university.degree,no,no,no,telephone,jun,thu,361,2,0,nonexistent,no
10203,48,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,454,4,0,nonexistent,no
10204,48,blue-collar,married,high.school,no,yes,no,telephone,jun,thu,700,2,0,nonexistent,no
10205,30,services,married,university.degree,no,yes,no,telephone,jun,mon,83,4,0,nonexistent,no
10206,36,admin.,single,university.degree,no,yes,no,telephone,jun,mon,247,2,0,nonexistent,no
10207,45,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,252,2,0,nonexistent,no
10208,60,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,62,2,0,nonexistent,no
10209,32,self-employed,divorced,university.degree,no,no,no,telephone,jun,mon,559,3,0,nonexistent,no
10210,33,admin.,married,university.degree,no,no,no,telephone,jun,mon,190,4,0,nonexistent,no
10211,35,admin.,single,high.school,no,no,no,telephone,jun,mon,10,5,0,nonexistent,no
10212,48,admin.,married,high.school,unknown,no,no,telephone,jun,mon,189,2,0,nonexistent,no
10213,29,admin.,single,university.degree,no,no,no,telephone,jun,mon,109,2,0,nonexistent,no
10214,46,admin.,married,high.school,unknown,unknown,unknown,telephone,jun,mon,148,2,0,nonexistent,no
10215,45,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,107,2,0,nonexistent,no
10216,35,unemployed,married,university.degree,no,yes,no,telephone,jun,mon,82,4,0,nonexistent,no
10217,30,technician,single,university.degree,unknown,yes,no,telephone,jun,mon,405,3,0,nonexistent,no
10218,44,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,103,2,0,nonexistent,no
10219,32,unemployed,married,basic.9y,no,no,no,telephone,jun,mon,143,2,0,nonexistent,no
10220,27,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,61,3,0,nonexistent,no
10221,46,admin.,married,professional.course,no,no,no,telephone,jun,mon,424,2,0,nonexistent,no
10222,29,blue-collar,married,high.school,no,no,no,telephone,jun,mon,140,2,0,nonexistent,no
10223,39,management,married,university.degree,no,yes,no,telephone,jun,mon,157,2,0,nonexistent,no
10224,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,157,29,0,nonexistent,no
10225,34,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,110,4,0,nonexistent,no
10226,39,admin.,married,university.degree,no,no,no,telephone,jun,mon,69,3,0,nonexistent,no
10227,35,entrepreneur,married,university.degree,no,no,no,telephone,jun,mon,513,2,0,nonexistent,yes
10228,50,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,mon,241,3,0,nonexistent,no
10229,38,admin.,married,university.degree,no,no,no,telephone,jun,mon,757,2,0,nonexistent,no
10230,32,technician,single,high.school,no,no,no,telephone,jun,mon,68,3,0,nonexistent,no
10231,32,technician,married,professional.course,no,no,no,telephone,jun,mon,171,2,0,nonexistent,no
10232,38,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,182,3,0,nonexistent,no
10233,49,admin.,married,basic.9y,no,no,no,telephone,jun,mon,270,15,0,nonexistent,no
10234,38,technician,married,basic.6y,unknown,no,yes,telephone,jun,mon,172,6,0,nonexistent,no
10235,28,admin.,single,unknown,no,yes,no,telephone,jun,mon,177,5,0,nonexistent,no
10236,33,technician,married,high.school,unknown,yes,no,telephone,jun,mon,119,2,0,nonexistent,no
10237,37,technician,single,professional.course,unknown,no,yes,telephone,jun,mon,75,3,0,nonexistent,no
10238,41,services,divorced,basic.9y,no,yes,no,telephone,jun,mon,192,4,0,nonexistent,no
10239,41,admin.,divorced,high.school,no,no,no,telephone,jun,mon,686,11,0,nonexistent,yes
10240,40,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,104,4,0,nonexistent,no
10241,31,blue-collar,single,high.school,no,yes,yes,telephone,jun,mon,325,3,0,nonexistent,no
10242,41,services,married,high.school,unknown,no,no,telephone,jun,mon,33,21,0,nonexistent,no
10243,34,entrepreneur,single,professional.course,no,yes,no,telephone,jun,mon,144,4,0,nonexistent,no
10244,48,services,married,high.school,no,yes,no,telephone,jun,mon,57,8,0,nonexistent,no
10245,52,technician,divorced,university.degree,no,no,no,telephone,jun,mon,184,3,0,nonexistent,no
10246,47,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,109,3,0,nonexistent,no
10247,50,housemaid,single,unknown,no,no,no,telephone,jun,mon,741,4,0,nonexistent,yes
10248,40,admin.,single,high.school,unknown,no,no,telephone,jun,mon,349,2,0,nonexistent,no
10249,38,admin.,divorced,high.school,no,no,no,telephone,jun,mon,100,3,0,nonexistent,no
10250,47,services,married,high.school,unknown,yes,no,telephone,jun,mon,87,3,0,nonexistent,no
10251,34,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,95,8,0,nonexistent,no
10252,35,entrepreneur,married,basic.6y,no,no,no,telephone,jun,mon,114,5,0,nonexistent,no
10253,33,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,109,2,0,nonexistent,no
10254,37,management,married,university.degree,no,no,no,telephone,jun,mon,1323,9,0,nonexistent,yes
10255,52,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,186,6,0,nonexistent,no
10256,29,admin.,divorced,university.degree,no,no,no,telephone,jun,mon,187,3,0,nonexistent,no
10257,47,entrepreneur,married,university.degree,no,yes,no,telephone,jun,mon,580,3,0,nonexistent,no
10258,39,services,divorced,high.school,no,yes,no,telephone,jun,mon,81,5,0,nonexistent,no
10259,52,unknown,married,basic.4y,no,no,no,telephone,jun,mon,253,2,0,nonexistent,no
10260,41,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,mon,75,3,0,nonexistent,no
10261,39,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,jun,mon,144,2,0,nonexistent,no
10262,35,blue-collar,divorced,basic.9y,no,unknown,unknown,telephone,jun,mon,276,3,0,nonexistent,no
10263,49,retired,married,basic.4y,no,no,no,telephone,jun,mon,93,2,0,nonexistent,no
10264,32,admin.,divorced,university.degree,no,no,no,telephone,jun,mon,106,10,0,nonexistent,no
10265,47,technician,single,professional.course,unknown,no,no,telephone,jun,mon,90,2,0,nonexistent,no
10266,28,admin.,single,university.degree,no,no,no,telephone,jun,mon,78,5,0,nonexistent,no
10267,40,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,55,2,0,nonexistent,no
10268,59,admin.,married,high.school,no,no,no,telephone,jun,mon,204,4,0,nonexistent,no
10269,50,technician,divorced,professional.course,no,no,no,telephone,jun,mon,408,2,0,nonexistent,no
10270,32,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,147,2,0,nonexistent,no
10271,38,admin.,single,high.school,unknown,yes,no,telephone,jun,mon,287,2,0,nonexistent,no
10272,34,management,married,university.degree,unknown,no,no,telephone,jun,mon,84,3,0,nonexistent,no
10273,41,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,119,3,0,nonexistent,no
10274,51,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,mon,133,2,0,nonexistent,no
10275,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,195,2,0,nonexistent,no
10276,28,admin.,married,high.school,no,no,no,telephone,jun,mon,108,2,0,nonexistent,no
10277,40,technician,married,professional.course,no,no,no,telephone,jun,mon,92,6,0,nonexistent,no
10278,50,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,mon,264,4,0,nonexistent,no
10279,56,housemaid,divorced,basic.4y,unknown,no,no,telephone,jun,mon,123,2,0,nonexistent,no
10280,45,admin.,married,basic.9y,unknown,no,no,telephone,jun,mon,73,4,0,nonexistent,no
10281,34,admin.,married,university.degree,no,no,no,telephone,jun,mon,146,3,0,nonexistent,no
10282,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,206,1,0,nonexistent,no
10283,54,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,mon,100,17,0,nonexistent,no
10284,32,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,452,1,0,nonexistent,no
10285,36,blue-collar,single,basic.6y,no,yes,yes,telephone,jun,mon,163,1,0,nonexistent,no
10286,40,blue-collar,married,unknown,unknown,yes,no,telephone,jun,mon,69,2,0,nonexistent,no
10287,25,technician,single,university.degree,no,yes,yes,telephone,jun,mon,35,6,0,nonexistent,no
10288,52,blue-collar,married,unknown,unknown,no,no,telephone,jun,mon,215,3,0,nonexistent,no
10289,44,management,divorced,university.degree,no,yes,no,telephone,jun,mon,96,8,0,nonexistent,no
10290,52,services,married,university.degree,no,no,no,telephone,jun,mon,119,1,0,nonexistent,no
10291,34,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,mon,265,3,0,nonexistent,no
10292,40,technician,married,professional.course,unknown,no,no,telephone,jun,mon,60,2,0,nonexistent,no
10293,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,179,2,0,nonexistent,no
10294,45,entrepreneur,single,university.degree,no,no,no,telephone,jun,mon,162,6,0,nonexistent,no
10295,46,management,married,basic.4y,unknown,yes,no,telephone,jun,mon,227,1,0,nonexistent,no
10296,33,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,41,1,0,nonexistent,no
10297,36,technician,married,university.degree,no,no,no,telephone,jun,mon,1093,1,0,nonexistent,yes
10298,40,admin.,single,university.degree,unknown,no,yes,telephone,jun,mon,270,1,0,nonexistent,no
10299,43,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,1395,2,0,nonexistent,yes
10300,35,student,single,university.degree,unknown,yes,no,telephone,jun,mon,178,4,0,nonexistent,no
10301,32,services,single,high.school,no,no,no,telephone,jun,mon,223,2,0,nonexistent,no
10302,56,blue-collar,single,basic.6y,unknown,no,no,telephone,jun,mon,35,3,0,nonexistent,no
10303,28,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,210,2,0,nonexistent,no
10304,43,admin.,married,high.school,no,no,no,telephone,jun,mon,193,2,0,nonexistent,no
10305,38,entrepreneur,married,basic.4y,no,no,no,telephone,jun,mon,822,1,0,nonexistent,no
10306,41,unemployed,divorced,high.school,no,no,no,telephone,jun,mon,163,4,0,nonexistent,no
10307,53,entrepreneur,married,basic.4y,no,no,no,telephone,jun,mon,339,2,0,nonexistent,no
10308,32,blue-collar,married,high.school,no,no,yes,telephone,jun,mon,140,1,0,nonexistent,no
10309,30,technician,married,university.degree,no,unknown,unknown,telephone,jun,mon,71,1,0,nonexistent,no
10310,40,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,1238,2,0,nonexistent,no
10311,47,services,married,unknown,unknown,no,no,telephone,jun,mon,32,2,0,nonexistent,no
10312,52,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,116,1,0,nonexistent,no
10313,59,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,64,1,0,nonexistent,no
10314,33,admin.,married,university.degree,no,no,yes,telephone,jun,mon,77,1,0,nonexistent,no
10315,29,admin.,single,university.degree,no,no,no,telephone,jun,mon,73,3,0,nonexistent,no
10316,56,services,divorced,basic.4y,no,no,no,telephone,jun,mon,42,3,0,nonexistent,no
10317,52,admin.,divorced,high.school,no,no,no,telephone,jun,mon,24,5,0,nonexistent,no
10318,46,unknown,married,basic.4y,unknown,yes,no,telephone,jun,mon,25,1,0,nonexistent,no
10319,37,admin.,divorced,university.degree,no,no,no,telephone,jun,mon,147,1,0,nonexistent,no
10320,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,145,1,0,nonexistent,no
10321,57,services,divorced,high.school,unknown,yes,no,telephone,jun,mon,80,4,0,nonexistent,no
10322,60,management,married,unknown,unknown,yes,no,telephone,jun,mon,35,1,0,nonexistent,no
10323,36,admin.,married,university.degree,no,yes,no,telephone,jun,mon,141,1,0,nonexistent,no
10324,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,263,8,0,nonexistent,no
10325,38,admin.,married,high.school,no,no,no,telephone,jun,mon,123,1,0,nonexistent,no
10326,31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,208,1,0,nonexistent,no
10327,25,student,single,high.school,no,yes,yes,telephone,jun,mon,100,1,0,nonexistent,no
10328,42,technician,married,university.degree,unknown,yes,no,telephone,jun,mon,91,1,0,nonexistent,no
10329,29,admin.,single,basic.9y,unknown,no,no,telephone,jun,mon,1298,2,0,nonexistent,no
10330,41,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,644,1,0,nonexistent,no
10331,44,technician,divorced,professional.course,no,yes,no,telephone,jun,mon,289,1,0,nonexistent,no
10332,43,self-employed,married,basic.9y,no,no,no,telephone,jun,mon,1089,1,0,nonexistent,yes
10333,51,management,married,basic.4y,no,yes,no,telephone,jun,mon,124,2,0,nonexistent,no
10334,29,admin.,single,university.degree,no,no,no,telephone,jun,mon,157,2,0,nonexistent,no
10335,33,self-employed,single,university.degree,no,no,no,telephone,jun,mon,226,4,0,nonexistent,no
10336,34,entrepreneur,single,professional.course,no,yes,no,telephone,jun,mon,136,8,0,nonexistent,no
10337,53,admin.,married,university.degree,no,no,no,telephone,jun,mon,541,19,0,nonexistent,no
10338,41,unknown,single,unknown,unknown,no,no,telephone,jun,mon,242,6,0,nonexistent,no
10339,52,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,50,3,0,nonexistent,no
10340,44,management,divorced,basic.9y,unknown,yes,no,telephone,jun,mon,73,2,0,nonexistent,no
10341,38,technician,married,professional.course,no,no,no,telephone,jun,mon,250,2,0,nonexistent,no
10342,26,technician,married,professional.course,no,yes,no,telephone,jun,mon,181,2,0,nonexistent,no
10343,30,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,32,3,0,nonexistent,no
10344,41,technician,married,professional.course,no,no,no,telephone,jun,mon,235,2,0,nonexistent,no
10345,40,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,121,5,0,nonexistent,no
10346,57,technician,married,basic.9y,no,yes,no,telephone,jun,mon,215,3,0,nonexistent,no
10347,35,admin.,single,university.degree,no,no,no,telephone,jun,mon,320,2,0,nonexistent,no
10348,41,technician,single,university.degree,no,no,no,telephone,jun,mon,382,3,0,nonexistent,no
10349,53,unknown,married,high.school,unknown,yes,no,telephone,jun,mon,244,1,0,nonexistent,no
10350,40,housemaid,married,basic.4y,no,no,no,telephone,jun,mon,286,1,0,nonexistent,no
10351,26,admin.,married,high.school,no,no,yes,telephone,jun,mon,1021,1,0,nonexistent,no
10352,45,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,mon,167,2,0,nonexistent,no
10353,31,entrepreneur,single,basic.9y,no,no,no,telephone,jun,mon,1248,3,0,nonexistent,yes
10354,32,admin.,single,university.degree,unknown,no,no,telephone,jun,mon,179,25,0,nonexistent,no
10355,29,blue-collar,single,high.school,no,no,no,telephone,jun,mon,203,2,0,nonexistent,no
10356,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,mon,273,5,0,nonexistent,no
10357,27,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,209,12,0,nonexistent,no
10358,32,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,39,1,0,nonexistent,no
10359,52,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,162,1,0,nonexistent,no
10360,46,admin.,single,high.school,no,no,no,telephone,jun,mon,418,1,0,nonexistent,no
10361,37,entrepreneur,single,university.degree,no,yes,no,telephone,jun,mon,348,1,0,nonexistent,no
10362,36,management,married,university.degree,no,yes,yes,telephone,jun,mon,135,1,0,nonexistent,no
10363,28,student,single,high.school,unknown,yes,no,telephone,jun,mon,131,2,0,nonexistent,no
10364,52,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,401,2,0,nonexistent,no
10365,30,technician,divorced,professional.course,no,no,no,telephone,jun,mon,332,2,0,nonexistent,no
10366,29,technician,single,university.degree,no,no,no,telephone,jun,mon,78,1,0,nonexistent,no
10367,55,housemaid,married,professional.course,no,no,no,telephone,jun,mon,394,2,0,nonexistent,no
10368,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,mon,287,1,0,nonexistent,no
10369,24,unemployed,married,university.degree,no,yes,no,telephone,jun,mon,266,1,0,nonexistent,no
10370,43,technician,single,high.school,no,no,no,telephone,jun,mon,153,1,0,nonexistent,no
10371,46,technician,married,high.school,no,unknown,unknown,telephone,jun,mon,500,1,0,nonexistent,no
10372,24,services,married,high.school,no,yes,no,telephone,jun,mon,298,6,0,nonexistent,no
10373,38,blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,mon,101,1,0,nonexistent,no
10374,56,services,divorced,high.school,unknown,yes,no,telephone,jun,mon,13,1,0,nonexistent,no
10375,41,blue-collar,divorced,basic.6y,no,no,no,telephone,jun,mon,66,1,0,nonexistent,no
10376,35,admin.,married,professional.course,no,no,no,telephone,jun,mon,62,1,0,nonexistent,no
10377,45,management,married,unknown,unknown,no,yes,telephone,jun,mon,73,1,0,nonexistent,no
10378,26,admin.,divorced,high.school,no,yes,no,telephone,jun,mon,50,1,0,nonexistent,no
10379,53,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,mon,57,1,0,nonexistent,no
10380,53,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,193,1,0,nonexistent,no
10381,37,admin.,married,high.school,no,yes,no,telephone,jun,mon,599,3,0,nonexistent,no
10382,52,entrepreneur,married,university.degree,no,no,no,telephone,jun,mon,92,2,0,nonexistent,no
10383,35,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,mon,52,3,0,nonexistent,no
10384,48,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,92,3,0,nonexistent,no
10385,41,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,mon,294,3,0,nonexistent,no
10386,36,admin.,single,university.degree,no,yes,no,telephone,jun,mon,99,1,0,nonexistent,no
10387,44,unknown,single,basic.9y,unknown,yes,no,telephone,jun,mon,76,3,0,nonexistent,no
10388,31,blue-collar,divorced,high.school,no,no,yes,telephone,jun,mon,27,3,0,nonexistent,no
10389,26,blue-collar,single,basic.4y,no,yes,yes,telephone,jun,mon,41,1,0,nonexistent,no
10390,34,technician,married,professional.course,no,yes,yes,telephone,jun,mon,191,1,0,nonexistent,no
10391,45,admin.,married,high.school,no,yes,yes,telephone,jun,mon,523,1,0,nonexistent,no
10392,39,admin.,single,high.school,no,yes,no,telephone,jun,mon,358,1,0,nonexistent,no
10393,51,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,254,1,0,nonexistent,no
10394,50,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,mon,46,1,0,nonexistent,no
10395,40,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,112,4,0,nonexistent,no
10396,43,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,mon,51,1,0,nonexistent,no
10397,29,admin.,single,university.degree,no,yes,no,telephone,jun,mon,359,1,0,nonexistent,no
10398,42,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,88,1,0,nonexistent,no
10399,30,technician,single,university.degree,no,yes,no,telephone,jun,mon,342,1,0,nonexistent,no
10400,40,entrepreneur,married,high.school,no,no,no,telephone,jun,mon,78,1,0,nonexistent,no
10401,34,services,married,high.school,no,yes,no,telephone,jun,mon,76,3,0,nonexistent,no
10402,39,management,married,university.degree,no,no,no,telephone,jun,mon,721,3,0,nonexistent,yes
10403,60,management,divorced,university.degree,no,yes,no,telephone,jun,mon,420,4,0,nonexistent,no
10404,30,services,single,unknown,no,no,no,telephone,jun,mon,163,1,0,nonexistent,no
10405,35,services,single,high.school,no,no,no,telephone,jun,mon,41,3,0,nonexistent,no
10406,34,technician,divorced,professional.course,no,no,no,telephone,jun,mon,442,3,0,nonexistent,no
10407,35,admin.,divorced,university.degree,no,no,no,telephone,jun,mon,41,3,0,nonexistent,no
10408,52,entrepreneur,married,basic.4y,unknown,yes,no,telephone,jun,mon,535,2,0,nonexistent,no
10409,60,retired,married,basic.4y,unknown,no,no,telephone,jun,mon,155,4,0,nonexistent,no
10410,25,self-employed,single,university.degree,no,no,no,telephone,jun,mon,178,7,0,nonexistent,no
10411,35,admin.,single,high.school,no,no,no,telephone,jun,mon,36,1,0,nonexistent,no
10412,40,services,single,high.school,no,yes,yes,telephone,jun,mon,20,21,0,nonexistent,no
10413,35,admin.,divorced,high.school,no,no,yes,telephone,jun,mon,15,15,0,nonexistent,no
10414,58,unemployed,single,basic.4y,unknown,no,no,telephone,jun,mon,170,6,0,nonexistent,no
10415,37,technician,married,basic.6y,no,no,no,telephone,jun,mon,87,3,0,nonexistent,no
10416,42,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,298,4,0,nonexistent,no
10417,32,services,married,high.school,no,no,no,telephone,jun,mon,244,3,0,nonexistent,no
10418,31,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,750,2,0,nonexistent,yes
10419,30,technician,married,professional.course,no,no,yes,telephone,jun,mon,169,1,0,nonexistent,no
10420,47,unknown,married,unknown,unknown,no,no,telephone,jun,mon,139,3,0,nonexistent,no
10421,34,admin.,married,university.degree,no,yes,no,telephone,jun,mon,14,14,0,nonexistent,no
10422,29,admin.,married,university.degree,no,no,no,telephone,jun,mon,81,4,0,nonexistent,no
10423,28,services,married,unknown,no,no,no,telephone,jun,mon,220,1,0,nonexistent,no
10424,50,services,single,high.school,no,no,no,telephone,jun,mon,162,3,0,nonexistent,no
10425,25,unemployed,single,high.school,unknown,yes,no,telephone,jun,mon,53,1,0,nonexistent,no
10426,35,technician,married,university.degree,unknown,no,no,telephone,jun,mon,131,1,0,nonexistent,no
10427,34,blue-collar,married,basic.9y,no,no,yes,telephone,jun,mon,18,30,0,nonexistent,no
10428,24,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,607,2,0,nonexistent,no
10429,52,retired,divorced,basic.4y,no,yes,no,telephone,jun,mon,111,3,0,nonexistent,no
10430,59,retired,married,basic.4y,unknown,yes,no,telephone,jun,mon,216,3,0,nonexistent,no
10431,26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,102,35,0,nonexistent,no
10432,55,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,431,1,0,nonexistent,no
10433,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,19,21,0,nonexistent,no
10434,37,technician,single,high.school,no,no,no,telephone,jun,mon,394,3,0,nonexistent,no
